Filename,Line Count
adopts.txt,71
african_countries.txt,5
annex1_list.txt,485
annex2_list.txt,173
considers.txt,15
decides.txt,488
developed_countries.txt,364
developing_countries.txt,351
encourages.txt,363
invites_list.txt,485
mandates.txt,117
nonannex_list.txt,6
persuades.txt,0
recommends.txt,22
requests.txt,962
small_island_developing_states.txt,80
stresses.txt,19
the_least_developed_countries.txt,308
urges.txt,169
